"INTERPRO2GO","SUBERR793599","SUBERR793600","SUBERR793601","SUBERR793603","SUBERR793604","SUBERR793605","SUBERR793606","SUBERR793607","SUBERR793608"
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR006168 Glycerol-3-phosphate dehydrogenase, NAD-dependent;IPR017751 Glycerol-3-phosphate dehydrogenase, NAD-dependent, eukaryotic;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR008703 Na(+)-translocating NADH-quinone reductase subunit A;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR010051 Periplasmic nitrate reductase, large subunit;",NA,NA,NA,NA,NA,NA,1,1,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR010143 Nitrogenase component 1, alpha chain;",NA,NA,NA,NA,NA,NA,1,NA,1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR010960 Flavocytochrome c;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR011182 L-aspartate dehydrogenase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR012220 Glutamate synthase, eukaryotic;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR012801 Catechol 1,2-dioxygenase, proteobacteria;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR017476 UDP-glucose/GDP-mannose dehydrogenase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR017628 2-hydroxymuconic semialdehyde dehydrogenase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016491 oxidoreductase activity;IPR027545 Kynurenine 3-monooxygenase;",NA,NA,NA,NA,NA,NA,1,1,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016301 kinase activity;IPR000239 GPCR kinase;IPR032965 Rhodopsin kinase GRK1;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016301 kinase activity;IPR000890 Aliphatic acid kinase, short-chain;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016301 kinase activity;IPR005522 Inositol polyphosphate kinase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016301 kinase activity;IPR011817 Uridylate kinase;IPR011818 Uridylate kinase, archaeal/spirochete, putative;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR000268 DNA-directed RNA polymerase, subunit N/Rpb10;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR004475 DNA polymerase II large subunit DP2;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR011831 Glucose-1-phosphate adenylyltransferase;",NA,NA,NA,NA,NA,NA,2,1,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR020607 DNA primase DnaG, archaea;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000542 Acyltransferase ChoActase/COT/CPT;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000890 Aliphatic acid kinase, short-chain;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR001707 Chloramphenicol acetyltransferase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002582 Holo-[acyl carrier protein] synthase;",NA,NA,NA,NA,NA,NA,2,NA,2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002736 Triphosphoribosyl-dephospho-CoA protein;IPR017555 Triphosphoribosyl-dephospho-CoA synthase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003447 FemABX peptidyl transferase;IPR017469 PEP-CTERM system-associated, FemAB-related;",NA,NA,NA,NA,NA,NA,1,NA,1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003473 Quinolinate synthetase A;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003679 Aminoglycoside N(3)-acetyltransferase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004702 Phosphotransferease, sorbitol phosphotransferase enzyme II;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004856 Glycosyl transferase, ALG6/ALG8;IPR039487 Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase;",NA,NA,NA,NA,NA,NA,1,NA,1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005779 Tetrahydromethanopterin S-methyltransferase, subunit D;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR007041 Arginine N-succinyltransferase AstA/AruG;IPR017651 Arginine/ornithine succinyltransferase, alpha subunit;",NA,NA,NA,NA,NA,NA,2,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR007213 Methyltransferase Ppm1/Ppm2/Tcmp;IPR016874 Tetracenomycin polyketide synthesis O-methyltransferase TcmP;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR007657 Glycosyltransferase 61;",NA,NA,NA,NA,NA,NA,1,NA,1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR009993 TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR010079 Xanthine phosphoribosyltransferase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR011282 2-amino-3-ketobutyrate coenzyme A ligase;",NA,NA,NA,NA,NA,NA,1,2,1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR011287 Poly(R)-hydroxyalkanoic acid synthase, class II;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR011671 tRNA (uracil-O(2)-)-methyltransferase;",NA,NA,NA,NA,NA,NA,1,NA,1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR011817 Uridylate kinase;IPR011818 Uridylate kinase, archaeal/spirochete, putative;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR012147 Phosphate acetyl/butyryltransferase;",NA,NA,NA,NA,NA,NA,1,NA,1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR012819 Sucrose phosphate synthase, plant;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR012853 Chloramphenicol phosphotransferase-like;",NA,NA,NA,NA,NA,NA,2,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR014640 Imidazole glycerol phosphate synthase HisHF;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR014816 tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14;",NA,NA,NA,NA,NA,NA,1,1,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR015124 Trehalose 2-sulfotransferase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR015507 Ribosomal RNA large subunit methyltransferase E;IPR028590 tRNA (cytidine(32)/guanosine(34)-2-O)-methyltransferase, Trm7;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR022489 Polyphosphate:AMP phosphotransferase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR022826 3-deoxy-D-manno-octulosonic acid kinase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR023775 Bifunctional protein Aas;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR025788 Histone-lysine N-methyltransferase, SET2, fungi;",NA,NA,NA,NA,NA,NA,2,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR026274 tRNA wybutosine synthesizing protein 2;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR026585 Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR026610 3'-RNA ribose 2'-O-methyltransferase, Hen1;",NA,NA,NA,NA,NA,NA,1,2,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR032962 Acetyltransferase HPA2/HPA3;",NA,NA,NA,NA,NA,NA,1,NA,1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR001316 Peptidase S1A, streptogrisin;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR001333 Peptidase M32, carboxypeptidase Taq;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR001353 Proteasome, subunit alpha/beta;IPR023333 Proteasome B-type subunit;IPR035216 Proteasome subunit beta 7;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR001842 Peptidase M36, fungalysin;",NA,NA,NA,NA,NA,NA,2,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR002610 Peptidase S54, rhomboid;IPR023662 Rhomboid protease GlpG;",NA,NA,NA,NA,NA,NA,1,1,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR004438 Peptidase M3B, oligoendopeptidase F;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR008256 Peptidase S1B;",NA,NA,NA,NA,NA,NA,2,1,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR016652 Ubiquitinyl hydrolase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR026898 Intramembrane metalloprotease PrsW;",NA,NA,NA,NA,NA,NA,1,1,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0016791 phosphatase activity;IPR009164 Fructose-1,6-bisphosphatase class 3;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0016791 phosphatase activity;IPR017361 Bifunctional phosphatidylinositol trisphosphate phosphatase/dual specificity phosphatase PTEN;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR000212 DNA helicase, UvrD/REP type;IPR005753 DNA helicase, ATP-dependent, UvrD type;",NA,NA,NA,NA,NA,NA,2,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR001241 DNA topoisomerase, type IIA;IPR000565 DNA topoisomerase, type IIA, subunit B;IPR005740 DNA topoisomerase 4 subunit B, Firmicutes/Mollicutes;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR001806 Small GTPase;IPR020849 Small GTPase superfamily, Ras-type;",NA,NA,NA,NA,NA,NA,2,1,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR013020 ATP-dependent helicase Rad3/Chl1-like;IPR028331 ATP-dependent RNA helicase CHL1/DDX11;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR028619 ATP-dependent RNA helicase DbpA;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR030880 DEAD-box ATP-dependent RNA helicase CshA;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR000734 Triacylglycerol lipase family;IPR016272 Lipase, LIPH-type;IPR002330 Lipoprotein lipase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR002241 Glycoside hydrolase, family 27;IPR006215 Glycoside hydrolase, melibiase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR002640 Arylesterase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR003562 Mutator MutX protein;",NA,NA,NA,NA,NA,NA,1,1,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR003694 NAD(+) synthetase;IPR022926 NH(3)-dependent NAD(+) synthetase;",NA,NA,NA,NA,NA,NA,1,1,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR005164 Allantoicase;",NA,NA,NA,NA,NA,NA,1,1,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR006823 Neutral/alkaline nonlysosomal ceramidase;",NA,NA,NA,NA,NA,NA,2,1,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR007079 Succinylarginine dihydrolase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR007508 D-aminoacyl-tRNA deacylase DtdA;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR008264 Beta-glucanase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR010111 Kynureninase;",NA,NA,NA,NA,NA,NA,1,1,1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR010156 CRISPR-associated protein, Cas6;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR011150 Cutinase, monofunctional;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR011395 Alpha glucuronidase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR014140 DNA helicase subunit AddB;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR014635 Alpha-amylase, MalS type;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR017069 Maltodextrin glucosidase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR038901 Hexosaminidase D-like;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016829 lyase activity;IPR000771 Fructose-bisphosphate aldolase, class-II;IPR006411 Fructose-bisphosphate aldolase, class II, yeast/E. coli subtype;",NA,NA,NA,NA,NA,NA,1,NA,1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016829 lyase activity;IPR002830 UbiD decarboxylyase family;IPR032902 Phenolic acid decarboxylase subunit C;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016829 lyase activity;IPR003817 Phosphatidylserine decarboxylase-related;IPR033177 Phosphatidylserine decarboxylase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016829 lyase activity;IPR005593 Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase;IPR023962 Probable phosphoketolase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016829 lyase activity;IPR005776 Oxaloacetate decarboxylase, alpha subunit;",NA,NA,NA,NA,NA,NA,1,NA,1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016829 lyase activity;IPR010404 Chromophore lyase CpcT/CpeT;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016829 lyase activity;IPR011166 Beta-eliminating lyase family;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016829 lyase activity;IPR011193 Ornithine/lysine/arginine decarboxylase;",NA,NA,NA,NA,NA,NA,3,1,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016829 lyase activity;IPR012110 Thiamine pyrophosphate (TPP)-dependent enzyme;",NA,NA,NA,NA,NA,NA,1,NA,1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016829 lyase activity;IPR012235 3-isopropylmalate dehydratase, fused small/large subunit;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016829 lyase activity;IPR014640 Imidazole glycerol phosphate synthase HisHF;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016829 lyase activity;IPR023687 Oxaloacetate decarboxylase, bacterial;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016853 isomerase activity;IPR001241 DNA topoisomerase, type IIA;IPR000565 DNA topoisomerase, type IIA, subunit B;IPR005740 DNA topoisomerase 4 subunit B, Firmicutes/Mollicutes;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016853 isomerase activity;IPR001250 Mannose-6-phosphate isomerase, type I;IPR014628 Mannose-6-phosphate isomerase, Firmicutes type, short form;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016853 isomerase activity;IPR011912 ADP-L-glycero-D-manno-heptose-6-epimerase;",NA,NA,NA,NA,NA,NA,1,NA,1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016874 ligase activity;IPR000977 DNA ligase, ATP-dependent;IPR029710 DNA ligase 4;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016874 ligase activity;IPR001518 Argininosuccinate synthase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016874 ligase activity;IPR001636 Phosphoribosylaminoimidazole-succinocarboxamide synthase;",NA,NA,NA,NA,NA,NA,3,1,1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016874 ligase activity;IPR002312 Aspartyl/Asparaginyl-tRNA synthetase, class IIb;IPR004523 Aspartate-tRNA synthetase, type 2;",NA,NA,NA,NA,NA,NA,3,NA,NA
